Année,Produits alimentaires,"Vêtem., lingerie, chauss., literie",Industrie textile,Industrie du papier,Arts graphiques,Industrie chimique,"Bois, liège, meubles",Pierre et terre ,Industrie d. métaux(2),Horlogerie,"Bijouterie, gravure, frappe",Total,"Construct., charpenterie","Gaz, eau, éléctricité",Commerce de gros,Commerce de détail,"Banques, établissments financ. ",Assurances privées,"Agences, location, consultation","Affaires immobilières, location ",Bureaux de consultation,"Hôtellerie, restaurants",Transports,Administration publique,Réparations,Vachers célibataires ,"Employés pour tous travaux, célibataire",Employées pour le ménage et la ferme,Journaliers; dans la salaire y compris l'entretien,Journalières dans la salaire y compris l'entretien
1900,129.378480229482,122.666066707912,124.508690027559,133.326958771583,127.141009055626,143.329771078236,117.927892457392,128.062320715449,124.17965014905,123.38995444063,131.352719500532,127.799088812642,120.889251363967,136.814781483771,125.561617638786,117.993700433094,138.920636706224,123.916418246244,132.866302941671,108.168192417661,127.06388378474,95.3782516623943,120.955059339669,135.001359580094,106.047247468296,42.5119523032785,34.0885314134648,25.0728387423361,1.7932673378705,1.36222509702456
1901,130.760728949885,123.97660160864,125.838911074864,134.751392091794,128.49935316947,144.861072051297,119.187805838349,129.430507902582,125.506355813038,124.708223184656,132.756060520839,129.164463693121,122.180803194781,138.276477867147,126.903087912706,119.254316890714,140.404831542832,125.240311603577,134.285814725238,109.323835499048,128.421403910647,96.3972500775923,122.247314247146,136.443681797832,107.18023088142,42.9661398278869,34.4527251251477,25.3407109511221,1.81242617695034,1.37677878395861
1902,132.695877158447,125.811350469657,127.701220541089,136.745598740088,130.40103492885,147.004893413579,120.951684571687,131.345969964566,127.363743742619,126.553799426291,134.720737949267,131.07598852579,123.988975757918,140.322852803871,128.781146296193,121.019179931381,142.48270431408,127.093762303843,136.27313122223,110.941735812989,130.321932086916,97.8238478588684,124.056471117612,138.462932902664,108.766407659793,43.6020023623381,34.9625963215033,25.7157320434223,1.83924855166209,1.39715394566625
1903,133.801676134765,126.859778390235,128.76539737893,137.885145396254,131.487710219922,148.229934192024,121.959615276449,132.440519714269,128.425108273806,127.608414421508,135.843410765509,132.16828843017,125.022217222566,141.492209910568,129.854322515327,122.027673097474,143.670060183362,128.152876989707,137.40874064908,111.866250278096,131.407948187638,98.6390465910243,125.09027504359,139.616790676851,109.67279439029,43.9653523820236,35.2539512908487,25.9300298104505,1.85457562292592,1.40879689521345
1904,136.842623319646,129.742955171831,131.691883682996,141.018898700713,134.476067270374,151.598796332751,124.73142471455,135.450531525957,131.343860734574,130.50860565836,138.93076101018,135.172113167219,127.863631250351,144.70794195399,132.805557117947,124.801029304234,146.935288823892,131.065442375836,140.531666572922,114.408665057143,134.394492464629,100.880843104456,127.933235840035,142.789899555869,112.16535789916,44.9645649361603,36.0551774565496,26.5193486697788,1.8967250689015,1.4408150064683
1905,140.989369480849,133.67455987401,135.682546824907,145.292198661343,138.551099611903,156.192699251927,128.511164857417,139.555093087351,135.323977726532,134.463411890433,143.140784071096,139.268237808652,131.738286742787,149.093031104113,136.829967939705,128.582878677092,151.387873333709,135.037122447833,144.790201923619,117.8755943013,138.467052842347,103.937838350047,131.810000562462,147.11686620908,115.56430813853,46.327127509984,37.1477585915971,27.3229652961361,1.95420158614097,1.48447606727039
1906,151.770909499973,143.896732099669,146.05827099387,156.402778558975,149.146183699871,168.136846841781,138.338489228866,150.226953146972,145.67228190562,144.745908093819,154.086844029474,149.918161876372,141.812391023118,160.494262894427,147.293436076271,138.415687046516,162.964593059228,145.36349063502,155.862393835425,126.889610336105,149.055709824409,111.88602598858,141.889588840768,158.366979507421,124.401578760888,49.8697902019239,39.9884695427191,29.4123685246641,2.10364053096351,1.59799482535577
1907,159.235052590136,150.973620563588,153.241464649307,164.094718488106,156.48124191462,176.405872096295,145.142021486024,157.61516395748,152.836492491143,151.864559311549,161.664885539121,157.291186230948,148.786770909502,168.387423364645,154.537375555432,145.223015917657,170.979245176896,152.512514764612,163.527757466676,133.130082975587,156.386318504299,117.388617430642,148.867765341134,166.155519483196,130.519689191752,52.3224028348057,41.9551155858039,30.8588784521067,2.20709826199451,1.6765847347995
1908,164.764047471738,156.21576016649,158.562348838519,169.792451768942,161.914618369988,182.531075988527,150.181675009844,163.087912706003,158.143315147085,157.137634287644,167.27824962034,162.752685752856,153.952978232748,174.23420889814,159.903256651107,150.265481748131,176.916024523315,157.808088193938,169.205804600935,137.752655301128,161.81639900792,121.464611091428,154.036784971035,171.92480835414,135.051622844243,54.1391529332363,43.4118904325331,31.9303672872493,2.28373361831376,1.73479948253559
1909,171.951740817817,163.03054165026,165.479498284491,177.199505034027,168.978007761965,190.493841048426,156.733224590808,170.202486079081,165.042184599807,163.992631756565,174.575622925922,169.852635131333,160.669047752966,181.83503009168,166.878902075481,156.820687327745,184.633837673658,164.69233365206,176.587265875469,143.761999324329,168.875503662625,126.763402850448,160.756510489902,179.424883886365,140.943136592479,56.5009280611953,45.3056977332804,33.3233027729341,2.38335958152875,1.81047865459248
1910,175.822037234941,166.700039372294,169.204117216942,181.187918330616,172.781371280725,194.781483772991,160.260982057484,174.033410203049,168.756960458969,167.683784239834,178.504977782778,173.675684796671,164.28539287924,185.927779965128,170.635018842455,160.350413409079,188.789583216155,168.399235052591,180.561898869454,146.997799952209,172.676560015162,129.616598413,164.374824230835,183.463386096028,144.115490149225,57.7726531300976,46.3254401259915,34.0733449575343,2.43700433095226,1.85122897800777
1911,179.69233365206,170.369537094324,172.928736149389,185.176331627199,176.584734799481,199.069126497552,163.788739524157,177.864334327014,172.471736318127,171.374936723099,182.43433263963,177.498734462005,167.901738005511,190.020529838572,174.391135609426,163.880139490409,192.945328758647,172.106136453118,184.536531863433,150.233600580087,176.477616367695,132.469793975549,167.993137971763,187.501888305687,147.287843705967,59.0443781989984,47.3451825187015,34.8233871421338,2.49064908037571,1.89197930142302
1912,183.839079813264,174.301141796502,176.919399291299,189.449631587829,180.65976714101,203.663029416728,167.568479667024,181.968895888408,176.451853310086,175.329742955173,186.644355700546,181.594859103437,171.776393497948,194.405618988695,178.415546431184,167.661988863266,197.397913268464,176.077816525115,188.79506721413,153.700529824244,180.550176745413,135.52678922114,171.86990269419,191.828854958898,150.686793945337,60.4069407728221,48.437763653749,35.6270037684911,2.54812559761517,1.9356403622251
1913,186.868969008379,177.17383429889,179.835243826985,192.571989425725,183.63725743855,207.019641149669,170.330209798075,184.967962202597,179.35999212554,178.219388042071,189.720479217052,184.587760841441,174.607475111085,197.609657461048,181.356049271611,170.425260138364,200.651268350299,178.979790764383,191.906637043702,156.233699458639,183.525860861396,137.760433747249,174.702525451374,194.990425260173,153.170293586901,61.4025198267614,49.2360762697561,36.2141796501488,2.59012177287809,1.96754204398446
1914,189.091624950786,179.28117441926,181.974239271051,194.862478204624,185.82147477361,209.481973114349,172.356150514653,187.168007199506,181.493334833231,180.339164182463,191.977051577705,186.78328364925,176.684290455032,199.960065245515,183.513133472075,172.452331402217,203.037853647563,181.108611282975,194.189211991677,158.091973533508,185.708753223854,139.398983198887,176.780471342596,197.309679386295,154.992130915204,62.1328533663314,49.8216997581419,36.6449181618766,2.62092918611847,1.9909443725744
1915,188.815175206706,179.019067439115,181.708195061591,194.577591540583,185.549805950842,209.175712919738,172.104167838462,186.89436976208,181.227993700434,180.075510433659,191.696383373644,186.510208673155,176.42598008887,199.667725968841,183.244839417291,172.200208110694,202.741014680242,180.843832611509,193.905309634964,157.860844917232,185.437249198673,139.195183515848,176.522020361101,197.021214942748,154.76553423258,62.04201586141,49.7488610158055,36.5913437201195,2.61709741830251,1.9880336351876
1916,203.743461387028,193.172844366949,196.074582372461,209.96147139884,200.219922380335,225.713763428763,185.711232352775,201.670791383091,195.556414871476,194.312812869114,206.852466392934,201.256257382304,190.374739861633,215.454046909274,197.732718375611,185.814865852972,218.770318915573,195.141880870689,209.236036897462,170.341790196191,200.098466558448,150.200366399968,190.47837336183,212.598294894295,167.001755094304,66.9472411271721,53.6821531019739,39.484363575004,2.82401288036446,2.14521345407502
1917,245.763822487204,233.013105349007,236.513302210473,253.264244333202,241.513583441138,272.265313009731,224.01259913381,243.263681871871,235.88826705664,234.38818268744,249.514033410203,242.763653748805,229.637915518308,259.889616963834,238.513414702739,224.137606164576,263.889841948366,235.388238933573,252.389195117836,205.473339870304,241.367078385972,181.177918221944,229.762922549075,256.444890313472,201.44445085324,80.7545418752461,64.7536419371168,47.6276787220879,3.4064415883908,2.58764553686934
1918,319.023004668431,302.471455087465,307.015017717534,328.759210304294,313.505821474776,353.424264581813,290.78800832443,315.777602789811,306.203667247879,304.256426120707,323.891107486363,315.128522414087,298.090162551327,337.359525282639,309.611339220431,290.950278418361,342.552168288433,305.554586872155,327.623319646777,266.722423183727,313.315645058959,235.184834227362,298.252432645258,332.887967853487,261.492571748752,104.826480679454,84.0559086562805,61.8249057877276,4.42186005962093,3.3589909443726
1919,414.121716631981,392.636256257382,398.534225771978,426.760222734687,406.959896507115,458.777771528207,377.470048934136,409.908881264413,397.481016930086,394.953315709545,420.440969683334,409.066314190899,386.948928511165,437.924236458743,401.904494066033,377.680690702514,444.664773046853,396.638449856572,425.285730356038,346.230667183032,406.713029721245,305.291925192882,387.159570279543,432.119736433725,339.4418305716,136.074582372462,109.112436020024,80.2545137521795,5.73998818831205,4.36028460543338
1920,479.916755723045,455.017717531921,461.852747623602,494.563248776648,471.617076326004,531.667697845775,437.441925867598,475.034591371845,460.632206535802,457.702907925082,487.240002249847,474.058158501604,448.4267956578,507.50098430733,465.758479104563,437.686034085158,515.312447269252,459.655773665562,492.854491253728,401.239277856973,471.330987714341,353.796249756238,448.67090387536,500.774273997963,393.371841036248,157.693908543788,126.448056696103,93.0052308903766,6.65194892851118,5.0530401034929
1921,493.739242927071,468.123066539196,475.154958096652,508.807581978762,485.200517464446,546.980707576379,450.041059677167,488.716463243174,473.899263175678,470.88559536534,501.273412452916,487.711907306395,461.342313965935,522.117948141089,479.17318184377,450.292198661362,530.154395635324,472.894707238898,507.049609089398,412.795708670844,484.906188973415,363.986233908219,461.59345295013,515.197496175346,404.701675167494,162.235783789872,130.089993812931,95.683952978237,6.8435373193096,5.19857697283335
1922,443.425389504489,420.419596152781,426.734911974818,456.95820912314,435.756791720586,491.241352157058,404.180212610399,438.914449631605,425.607177006597,422.900613082867,450.191799313815,438.012261657028,414.329827324387,468.912199786283,430.343663873125,404.405759604043,476.129703582897,424.704989032021,455.379380167631,370.730300508415,435.492456390455,326.894691595061,414.555374318032,462.696967449748,363.461078929819,145.70335789415,116.833342707693,85.9334045784386,6.14615557680433,4.66882276843485
1923,421.862309466225,399.975251701446,405.983463636875,434.737049327859,414.566623544632,467.353056977333,384.525563867484,417.570729512346,404.910568648406,402.335620676079,428.299679397042,416.712413521571,394.18161876371,446.109736205636,409.416727599978,384.740142865178,452.976264131841,404.05225265763,433.234996344002,352.70226843879,414.315142426315,310.998316317983,394.396197761404,440.196740853048,345.786537685089,138.618032510265,111.151920805445,81.7545981213792,5.84727768715901,4.44178525226391
1924,437.343495134694,414.653242589557,420.881939366653,450.690702514186,429.780077619648,484.503627875566,398.636593734166,432.894426008196,419.769672085029,417.10023060913,444.01709882444,432.004612182897,408.646999268785,462.480735699404,424.441194667851,398.859047190491,469.5992463018,418.879858259729,449.133528319912,365.645470950292,429.519367836439,322.411098568172,408.86945272511,456.350749691675,358.475951912051,143.704932785866,115.230890376282,84.7547668597753,6.0618566848527,4.6047865459248
1925,440.10799257549,417.274312391004,423.542381461255,453.5395691546,432.496765847328,487.566229821677,401.156420496072,435.630800382454,422.423083412996,419.736768097174,446.823780865045,434.735361943846,411.230102930405,465.404128466146,427.124135215684,401.380280105724,472.567635975005,421.527644974388,451.972551887037,367.956757113059,432.234408088246,324.449095398562,411.453962540056,459.235394127142,360.741918738293,144.61330783508,115.959277799646,85.2905112773457,6.10017436301226,4.6338939197928
1926,443.425389504489,420.419596152781,426.734911974818,456.95820912314,435.756791720586,491.241352157058,404.180212610399,438.914449631605,425.607177006597,422.900613082867,450.191799313815,438.012261657028,414.329827324387,468.912199786283,430.343663873125,404.405759604043,476.129703582897,424.704989032021,455.379380167631,370.730300508415,435.492456390455,326.894691595061,414.555374318032,462.696967449748,363.461078929819,145.70335789415,116.833342707693,85.9334045784386,6.14615557680433,4.66882276843485
1927,442.872490016329,419.895382192491,426.202823555898,456.388435795058,435.21345407505,490.628831767836,403.676247258017,438.367174756753,425.076494741004,422.373305585258,449.630462905694,437.466111704838,413.813206592064,468.327521232934,429.807075763559,403.901513020996,475.536025648256,424.175431689089,454.811575454206,370.268043275861,434.949448340094,326.487092228983,414.038472355042,462.120038562654,363.00788556457,145.521682884308,116.687665223021,85.8262556949244,6.13849204117242,4.66300129366125
1928,442.872490016329,419.895382192491,426.202823555898,456.388435795058,435.21345407505,490.628831767836,403.676247258017,438.367174756753,425.076494741004,422.373305585258,449.630462905694,437.466111704838,413.813206592064,468.327521232934,429.807075763559,403.901513020996,475.536025648256,424.175431689089,454.811575454206,370.268043275861,434.949448340094,326.487092228983,414.038472355042,462.120038562654,363.00788556457,145.521682884308,116.687665223021,85.8262556949244,6.13849204117242,4.66300129366125
1929,451.718881826878,428.282805557122,434.716238258623,465.504809044382,443.906856403626,500.429157995392,411.739692896117,447.123572754377,433.567410990498,430.810225546997,458.61184543563,446.204510939877,422.079138309245,477.682378086511,438.392485516624,411.969458349742,485.034872602513,432.648349175998,463.896450869007,377.664158996715,443.637577145874,333.00868208623,422.30890376287,471.35090075615,370.258979408545,148.428483041792,119.018504977784,87.5406378311499,6.26110861128303,4.75614489003885
1930,453.930479779515,430.379661398279,436.844591934305,467.783902356713,446.08020698577,502.879239552281,413.755554305642,449.312672253783,435.690140052872,432.919455537432,460.857191068114,448.389110748636,424.14562123854,480.021092299905,440.538837954891,413.986444681928,487.409584341077,434.766578547725,466.167669722707,379.513187926929,445.809609347319,334.639079550542,424.376511614827,473.658616304524,372.071752869538,149.155183081163,119.601214916475,87.9692333652062,6.29176275381068,4.77943078913325
1931,460.565273637427,436.670228921752,443.229652961349,474.621182293707,452.600258732202,510.229484222948,419.803138534216,455.879970752001,442.058327239992,439.247145508736,467.593227965567,454.942910174915,430.345070026426,487.037234940087,446.97789526969,420.037403678488,494.533719556769,441.121266662907,472.981326283807,385.06027471757,452.325705951655,339.530271943478,430.579335170697,480.581762949646,377.510073252519,151.335283199277,121.349344732547,89.2550199673752,6.38372518139364,4.84928848641645
1932,441.766691039968,418.846954271872,425.138646718016,455.248889138848,434.126778783936,489.403790989344,402.668316553216,437.272625007008,424.015130209776,421.31869059,448.507790089408,436.373811800416,412.779965127376,467.158164126192,428.733899544384,402.893019854864,474.348669778928,423.116317003184,453.675966027312,369.343528810719,433.863432239329,325.671893496796,413.004668429024,460.966180788423,362.101498834038,145.158332864608,116.396310253664,85.611957927888,6.123164969908,4.6513583441136
1933,435.131897182056,412.556386748399,418.753585690972,448.411609201855,427.606727037504,482.053546318677,396.620732324641,430.70532650879,417.646943022655,414.991000618696,441.771753191955,429.820012374137,406.58051633949,460.14202148601,422.294842229585,396.842060858305,467.224534563235,416.761628888002,446.862309466211,363.796442020079,427.347335634994,320.78070110386,406.801844873153,454.043034143301,356.663178451057,142.978232746495,114.648180437592,84.326171325719,6.03120254232504,4.5815006468304
1934,423.521007930707,401.547893582318,407.57972889364,436.446369312112,416.196636481244,469.190618145005,386.037459924632,419.212554136905,406.50261544519,403.917543168909,429.983688621409,418.350863378145,395.731480960686,447.863771865686,411.026491928682,386.252882614322,454.757297935769,405.64092468643,434.938410484281,354.089040136454,415.944166577403,312.22111441622,395.946903650376,441.927527514333,347.146117780837,139.163057539795,111.588953259464,82.0760447719223,5.87026829405481,4.45924967658476
1935,414.674616120141,393.160470217672,399.066314190898,427.32999606277,407.503234152651,459.39029191743,377.974014286517,410.456156139264,398.011699195679,395.480623207154,421.002306091455,409.612464143089,387.465549243489,438.508915012092,402.441082175599,378.184937285561,445.258450981494,397.168007199504,425.853535069463,346.692924415586,407.256037771606,305.69952455896,387.676472242532,432.696665320819,339.895023936849,136.256257382305,109.258113504696,80.3616626356936,5.74765172394397,4.36610608020698
1936,405.828224309579,384.773046853029,390.552899488161,418.213622813432,398.809831824062,449.589965689859,369.910568648406,401.699758141628,389.520782946173,387.043703245402,412.020923561505,400.874064908038,379.199617526295,429.154058158502,393.855672422521,370.116991956803,435.759604027224,388.695089712583,416.768659654649,339.296808694721,398.567908965813,299.177934701703,379.406040834693,423.465803127309,332.643930092864,133.349457224816,106.92727374993,78.6472804994657,5.62503515383318,4.27296248382924
1937,403.063726868778,382.151977051578,387.892457393555,415.364756173014,396.093143596378,446.527363743743,367.390741886496,398.963383767366,386.867371618202,384.407165757355,409.214241520896,398.143315147084,376.616513864672,426.230665391755,391.172731874684,367.595759041566,432.791214354014,386.047302997919,413.929636087519,336.985522531951,395.852868714002,297.13993787131,376.821531019743,420.581158691837,330.377963266618,132.441082175601,106.198886326565,78.1115360818945,5.58671747567355,4.2438551099612
1938,418.544912537264,396.829967939705,402.790933123349,431.318409359358,411.306597671411,463.677934641995,381.501771753193,414.287080263233,401.726475054841,399.171775690423,424.931660948311,413.435513808427,391.081894369763,442.601664885541,406.197198942574,381.714663366895,449.41419652399,400.874908600035,429.828168063447,349.928725043467,411.057094124143,308.552720121512,391.294785983465,436.735167530482,343.067377493595,137.527982451207,110.277855897407,81.1117048202939,5.80129647336748,4.40685640362227
1939,427.391304347826,405.217391304348,411.304347826087,440.434782608696,420,473.478260869565,389.565217391304,423.04347826087,410.217391304348,407.608695652174,433.913043478261,422.173913043478,399.347826086957,451.95652173913,414.782608695652,389.782608695652,458.913043478261,409.347826086957,438.913043478261,357.324840764331,419.745222929936,315.074309978769,399.565217391304,445.966029723992,350.31847133758,140.434782608696,112.608695652174,82.8260869565217,5.92391304347826,4.5
1940,440.10799257549,417.274312391004,423.542381461255,453.5395691546,432.496765847328,487.566229821677,401.156420496072,435.630800382454,422.423083412996,419.736768097174,446.823780865045,434.735361943846,411.230102930405,465.404128466146,427.124135215684,401.380280105724,472.567635975005,421.527644974388,451.972551887037,367.956757113059,432.234408088246,324.449095398562,411.453962540056,459.235394127142,360.741918738293,144.61330783508,115.959277799646,85.2905112773457,6.10017436301226,4.6338939197928
1941,473.281961865134,448.727150008448,455.467686596558,487.725968839655,465.097024579572,524.317453175108,431.394341639023,468.467292873627,454.264019348681,451.375217953777,480.503965352394,467.504359075326,442.227346869914,500.484841667148,459.319421789764,431.635075088599,508.188312053559,453.30108555038,486.040834692627,395.692191066333,464.814891110006,348.905057363302,442.468080319489,493.851127352842,387.933520653268,155.513808425675,124.69992688003,91.7194442882075,6.55998650092823,4.9831824062097
1942,534.239130434783,506.521739130435,514.130434782609,550.54347826087,525,591.847826086957,486.95652173913,528.804347826087,512.771739130435,509.510869565217,542.391304347826,527.717391304348,499.184782608696,564.945652173913,518.478260869565,487.228260869565,573.641304347826,511.684782608696,548.641304347826,446.656050955414,524.68152866242,393.842887473461,499.45652173913,557.457537154989,437.898089171975,175.54347826087,140.760869565217,103.532608695652,7.40489130434783,5.625
1943,572.704347826087,542.991304347826,551.147826086957,590.182608695652,562.8,634.460869565217,522.017391304348,566.878260869565,549.691304347826,546.195652173913,581.44347826087,565.713043478261,535.126086956522,605.621739130435,555.808695652174,522.308695652174,614.94347826087,548.526086956522,588.14347826087,478.815286624204,562.458598726115,422.19957537155,535.417391304348,597.594479830149,469.426751592357,188.182608695652,150.895652173913,110.986956521739,7.93804347826087,6.03
1944,611.169565217391,579.460869565217,588.165217391304,629.821739130435,600.6,677.073913043478,557.078260869565,604.952173913044,586.610869565217,582.880434782609,620.495652173913,603.708695652174,571.067391304348,646.297826086957,593.139130434783,557.389130434783,656.245652173913,585.367391304348,627.645652173913,510.974522292994,600.235668789809,450.556263269639,571.378260869565,637.731422505308,500.955414012739,200.821739130435,161.030434782609,118.441304347826,8.47119565217391,6.435
1945,653.908695652174,619.982608695652,629.295652173913,673.865217391304,642.6,724.421739130435,596.034782608696,647.25652173913,627.632608695652,623.641304347826,663.886956521739,645.926086956522,611.002173913044,691.49347826087,634.617391304348,596.367391304348,702.136956521739,626.302173913044,671.536956521739,546.707006369427,642.210191082803,482.063694267516,611.334782608696,682.328025477707,535.987261146497,214.865217391304,172.291304347826,126.723913043478,9.06358695652174,6.885
1946,722.291304347826,684.817391304348,695.104347826087,744.334782608696,709.8,800.178260869565,658.365217391304,714.94347826087,693.267391304348,688.858695652174,733.313043478261,713.473913043478,674.897826086957,763.80652173913,700.982608695652,658.732608695652,775.563043478261,691.797826086957,741.763043478261,603.87898089172,709.369426751592,532.475583864119,675.265217391304,753.682590233546,592.03821656051,237.334782608696,190.308695652174,139.976086956522,10.0114130434783,7.605
1947,782.126086956522,741.547826086957,752.686956521739,805.995652173913,768.6,866.465217391304,712.904347826087,774.169565217391,750.697826086957,745.923913043478,794.060869565217,772.578260869565,730.80652173913,827.080434782609,759.052173913044,713.302173913044,839.810869565217,749.106521739131,803.210869565217,653.904458598726,768.133757961783,576.585987261146,731.204347826087,816.117834394904,641.082802547771,256.995652173913,206.073913043478,151.571739130435,10.8407608695652,8.235
1948,824.865217391304,782.069565217391,793.817391304348,850.039130434783,810.6,913.813043478261,751.860869565217,816.473913043478,791.719565217391,786.684782608696,837.452173913044,814.795652173913,770.741304347826,872.276086956522,800.530434782609,752.280434782609,885.702173913044,790.041304347826,847.102173913043,689.636942675159,810.108280254777,608.093418259023,771.160869565217,860.714437367304,676.114649681529,271.039130434783,217.334782608696,159.854347826087,11.433152173913,8.685
1949,833.413043478261,790.173913043478,802.04347826087,858.847826086957,819,923.282608695652,759.652173913044,824.934782608696,799.923913043478,794.836956521739,846.130434782609,823.239130434783,778.728260869565,881.315217391304,808.826086956522,760.076086956522,894.880434782609,798.228260869565,855.880434782609,696.783439490446,818.503184713376,614.394904458599,779.152173913044,869.633757961783,683.12101910828,273.847826086957,219.586956521739,161.510869565217,11.5516304347826,8.775
1950,841.960869565217,798.278260869565,810.269565217391,867.65652173913,827.4,932.752173913044,767.44347826087,833.395652173913,808.128260869565,802.989130434783,854.808695652174,831.682608695652,786.715217391304,890.354347826087,817.121739130435,767.871739130435,904.058695652174,806.415217391304,864.658695652174,703.929936305732,826.898089171975,620.696390658174,787.14347826087,878.553078556263,690.127388535032,276.65652173913,221.839130434783,163.167391304348,11.6701086956522,8.865
